index1,index2,distance
CHAI CHEE RD,84551,0.2908322387451878
CHAI CHEE RD,84559,0.27628298339589685
CHAI CHEE RD,84579,0.2998721377774102
CHAI CHEE RD,84641,0.1738566982202406
CHAI CHEE RD,84649,0.1682595717144686
BEDOK NTH RD,83331,0.20887614739033317
BEDOK NTH RD,83341,0.19326129097217734
CHAI CHEE ST,84301,0.1351240510854446
CHAI CHEE ST,84369,0.1263498591921223
CHAI CHEE ST,84541,0.07640722791591693
CHAI CHEE ST,84549,0.12283201755619047
CHAI CHEE ST,84559,0.2849145623905836
CHAI CHEE ST,84309,0.16225843534788967
CHAI CHEE ST,84311,0.28488840326823567
CHAI CHEE ST,84361,0.15222165989909464
CHAI CHEE ST,84371,0.2697717707777559
CHAI CHEE ST,84379,0.26505073258740314
CHAI CHEE DR,84561,0.19029783768233735
CHAI CHEE DR,84569,0.17865151003043972
CHAI CHEE DR,84571,0.14668982592115914
CHAI CHEE DR,84579,0.08465408753373298
CHAI CHEE DR,84581,0.2920580811416809
JLN DUA,83341,0.10573984061235263
JLN DUA,83351,0.18189701223932914
CHAI CHEE AVE,84021,0.22285719963870732
CHAI CHEE AVE,84541,0.25242333253274885
CHAI CHEE AVE,84549,0.2075338608520694
CHAI CHEE AVE,84641,0.282532939478328
CHAI CHEE AVE,84649,0.2606501622990201
CHAI CHEE AVE,84029,0.26895021626317966
BEDOK STH RD,84301,0.1351240510854446
BEDOK STH RD,84369,0.1263498591921223
BEDOK STH RD,84541,0.07640722791591693
BEDOK STH RD,84549,0.12283201755619047
BEDOK STH RD,84559,0.2849145623905836
BEDOK STH RD,84309,0.16225843534788967
BEDOK STH RD,84311,0.28488840326823567
BEDOK STH RD,84361,0.15222165989909464
BEDOK STH RD,84371,0.2697717707777559
BEDOK STH RD,84379,0.26505073258740314
LENGKONG TIGA,83341,0.15188769660205576
BEDOK STH AVE 2,84041,0.2644703632167421
BEDOK STH AVE 2,84049,0.23229857988799305
BEDOK STH AVE 1,84119,0.26963480181072746
NEW UPP CHANGI RD,84061,0.11848478952633046
NEW UPP CHANGI RD,84069,0.08392200051591651
NEW UPP CHANGI RD,84101,0.27528360983384065
NEW UPP CHANGI RD,84109,0.226521725767329
BEDOK STH AVE 3,84071,0.12292213053989454
BEDOK STH AVE 3,84079,0.08377935222664463
BEDOK STH AVE 3,84101,0.2980534577594025
BEDOK STH AVE 3,84661,0.0940912745909784
BEDOK STH AVE 3,84669,0.07425538173838167
BEDOK STH AVE 3,84679,0.2853466207929715
BEDOK STH AVE 3,84691,0.2688768899267856
SERANGOON AVE 4,84121,0.21606781875746175
SERANGOON AVE 4,84129,0.22565091436658613
SERANGOON AVE 4,84159,0.1383561838354173
SERANGOON AVE 4,84119,0.2768938821628215
SERANGOON AVE 4,84151,0.14154145506104507
BEDOK CTRL,84121,0.21606781875746175
BEDOK CTRL,84129,0.22565091436658613
BEDOK CTRL,84159,0.1383561838354173
BEDOK CTRL,84119,0.2768938821628215
BEDOK CTRL,84151,0.14154145506104507
BEDOK NTH AVE 4,84221,0.2602791779084549
BEDOK NTH AVE 4,84229,0.27243763701656715
BEDOK NTH AVE 4,84251,0.25456590224341175
BEDOK NTH AVE 4,84259,0.2868755506672459
BEDOK NTH AVE 3,84211,0.23164325346816853
BEDOK NTH AVE 3,84221,0.19951667501727322
BEDOK NTH AVE 3,84229,0.22146357988490337
BEDOK NTH AVE 3,84341,0.1694807589212296
BEDOK NTH AVE 3,84349,0.14929959336330517
BEDOK NTH AVE 3,84449,0.2524937589108962
BEDOK NTH AVE 3,84521,0.08670437247111101
BEDOK NTH AVE 3,84529,0.11460231548765405
BEDOK NTH AVE 2,84331,0.15993832466545585
BEDOK NTH AVE 2,84339,0.12749949195531987
BEDOK NTH ST 2,84229,0.2731387736661467
BEDOK NTH ST 2,84231,0.18816238761114487
BEDOK NTH ST 2,84239,0.15525412346127448
BEDOK NTH ST 2,84249,0.2623541129354843
BEDOK NTH ST 4,84231,0.14328947761867494
BEDOK NTH ST 4,84239,0.1641882878530188
BEDOK NTH ST 4,84251,0.08403106704081449
BEDOK NTH ST 4,84259,0.1006123538900157
BEDOK NTH ST 3,84321,0.19808117814736195
BEDOK NTH ST 3,84329,0.22549177144299176
BEDOK NTH ST 3,84331,0.29348120585263054
BEDOK NTH ST 3,84341,0.10071976294629174
BEDOK NTH ST 3,84349,0.14444576957776672
BEDOK NTH ST 3,84421,0.12863249390386233
BEDOK NTH ST 3,84429,0.13916282991095813
BEDOK NTH ST 3,84449,0.18183725480414917
BEDOK NTH AVE 1,84301,0.12336198794181147
BEDOK NTH AVE 1,84541,0.2727960874694479
BEDOK NTH AVE 1,84549,0.29761704493217295
BEDOK NTH AVE 1,84309,0.08226219165657374
BEDOK NTH AVE 1,84311,0.18105761114624133
BEDOK NTH AVE 1,84319,0.15956599768771965
BEDOK NTH AVE 1,84371,0.28004760744039414
BEDOK NTH AVE 1,84379,0.2551805955415375
BEDOK NTH ST 1,84301,0.20161746684356338
BEDOK NTH ST 1,84009,0.2816084258330371
BEDOK NTH ST 1,84309,0.1874721751276457
BEDOK RESERVOIR RD,84471,0.28205408022917094
BEDOK RESERVOIR RD,84479,0.2514885569753737
BEDOK RESERVOIR VIEW,75341,0.23022214110319164
BEDOK RESERVOIR VIEW,75349,0.20802521034914148
BEDOK RESERVOIR VIEW,84201,0.09046804785238231
BEDOK RESERVOIR VIEW,84209,0.10199009534390172
BEDOK RESERVOIR CRES,84461,0.29370634908224097
BEDOK RESERVOIR CRES,84469,0.2307954921468978
BEDOK RESERVOIR CRES,84471,0.08817464049286042
BEDOK RESERVOIR CRES,84479,0.13418000661686763
JLN TENAGA,71091,0.29956736272531764
JLN TENAGA,72019,0.29057974469195325
JLN TENAGA,72021,0.03746480744799669
JLN TENAGA,72029,0.0526261160818515
JLN DAMAI,72031,0.12837973089634303
JLN DAMAI,72039,0.13642156367956224
JLN DAMAI,72041,0.1608529830070633
JLN DAMAI,72049,0.15774849746570904
JLN DAMAI,72139,0.2950369023777357
EAST COAST RD,93061,0.057635885988970216
EAST COAST RD,93069,0.0751760321659638
EAST COAST RD,93079,0.23209465736311105
EAST COAST RD,93119,0.2840948654089707
EAST COAST RD,93121,0.23451588951996316
EAST COAST RD,93129,0.19871853716331248
SIN MING RD,53141,0.2808642109194113
SIN MING RD,53181,0.2125746016058122
SIN MING RD,53191,0.1315953627906647
SIN MING RD,53199,0.05280286051035731
SHUNFU RD,53129,0.1774764183301155
SHUNFU RD,53139,0.2728559012789396
SHUNFU RD,53021,0.2729099932387448
SHUNFU RD,53029,0.223696692816569
SHUNFU RD,53121,0.11542070565848159
SHUNFU RD,53291,0.2393802040056499
SHUNFU RD,53299,0.12935578022125144
SIN MING AVE,53339,0.28540007980682713
SIN MING AVE,53341,0.10397019603118769
SIN MING AVE,53349,0.12902745397982793
SIN MING AVE,53359,0.29999367093720897
BRIGHT HILL DR,53351,0.09360687182836361
BRIGHT HILL DR,53359,0.14482046797703618
BRIGHT HILL DR,53361,0.2707291745558662
BRIGHT HILL DR,53369,0.2835136771166585
BISHAN ST 12,53219,0.17493501644679488
BISHAN ST 12,52021,0.2732950391495668
BISHAN ST 12,53211,0.10351255948476144
BISHAN ST 12,53221,0.16588787003887603
BISHAN ST 12,53229,0.2166535557294755
BISHAN ST 12,53419,0.2047946141355373
BISHAN ST 13,53009,0.29042356139588554
BISHAN ST 13,53261,0.27906338957583854
BISHAN ST 13,53271,0.20013200865714312
BISHAN ST 13,53279,0.17837777783368503
BISHAN ST 11,52051,0.15450069550248557
BISHAN ST 11,53421,0.18372597668178842
BISHAN ST 23,53381,0.23880554018332384
BISHAN ST 23,53389,0.21492229125013007
BISHAN ST 22,53169,0.2666473383622934
BISHAN ST 22,53371,0.19582837414375304
BISHAN ST 22,53379,0.1695813130866821
BISHAN ST 24,53149,0.22633902973183354
BISHAN ST 24,53159,0.24407622197547785
BISHAN ST 24,53141,0.21321500559076165
BISHAN ST 24,53151,0.23167505192680035
HILLVIEW AVE,43261,0.2611621197986095
HILLVIEW AVE,43267,0.2780617571463323
HILLVIEW AVE,43268,0.2657151679530797
HILLVIEW AVE,43301,0.2439049536134346
HILLVIEW AVE,43309,0.27641451661000516
BT BATOK ST 21,43591,0.29884090516767137
BT BATOK ST 21,43171,0.23467446605207035
BT BATOK ST 21,43599,0.26884048268605193
BT BATOK ST 21,43701,0.16231739007004747
BT BATOK ST 21,43709,0.17854333853889964
BT BATOK ST 21,43731,0.18338387815738139
BT BATOK ST 21,43739,0.20481114851639662
BT BATOK ST 21,43741,0.1493375694451286
BT BATOK ST 21,43749,0.16324362024647499
BT BATOK ST 21,43179,0.23906802867693133
BT BATOK WEST AVE 6,43321,0.12925209998708156
BT BATOK WEST AVE 6,43371,0.22631867806873582
BT BATOK WEST AVE 6,43329,0.12135088539145183
BT BATOK WEST AVE 6,43331,0.22563265457392745
BT BATOK WEST AVE 6,43339,0.16801963409548198
BT BATOK WEST AVE 6,43361,0.28790274541259847
BT BATOK WEST AVE 6,43369,0.27963524263317163
BT BATOK WEST AVE 6,43379,0.17667313893542982
BT BATOK EAST AVE 3,43171,0.1677687630629256
BT BATOK EAST AVE 3,43701,0.20881013220484237
BT BATOK EAST AVE 3,43709,0.21783668639019174
BT BATOK EAST AVE 3,43731,0.1461982877823312
BT BATOK EAST AVE 3,43739,0.15337866825019023
BT BATOK EAST AVE 3,43741,0.2218190361555435
BT BATOK EAST AVE 3,43749,0.23851945892835658
BT BATOK EAST AVE 3,43179,0.18439280898316296
BT BATOK CTRL,43409,0.2067691967979323
BT BATOK CTRL,43321,0.29484277005815324
BT BATOK CTRL,43391,0.1279034836647809
BT BATOK CTRL,43399,0.07382822295828731
BT BATOK CTRL,43401,0.159956058614597
BT BATOK CTRL,43419,0.280926322626588
BT BATOK ST 11,40301,0.29640995102291323
BT BATOK ST 11,43539,0.08057356810276693
BT BATOK ST 11,43321,0.18092592944918204
BT BATOK ST 11,43329,0.16766273582749805
BT BATOK ST 11,43331,0.21596260148263705
BT BATOK ST 11,43339,0.19323425139918124
BT BATOK ST 11,43341,0.2891745781158702
BT BATOK ST 11,43531,0.08215355612485241
BT BATOK WEST AVE 8,43351,0.05111653785301085
BT BATOK WEST AVE 8,43359,0.038261976823788374
BT BATOK WEST AVE 8,43361,0.2688081813643859
BT BATOK WEST AVE 8,43369,0.2848352509465476
BT BATOK ST 31,43479,0.11627220375312054
BT BATOK ST 31,43489,0.26621653912641285
BT BATOK ST 31,43609,0.270792295117742
BT BATOK ST 31,43471,0.09511078971842284
BT BATOK ST 31,43481,0.27491436137834036
BT BATOK ST 31,43601,0.2295747253897282
BT BATOK ST 32,43479,0.2926171121024645
BT BATOK ST 32,43489,0.14348114605293763
BT BATOK ST 32,43471,0.2566431721948835
BT BATOK ST 32,43481,0.13544643476768448
BT BATOK ST 32,43499,0.27001967535621796
BT BATOK ST 32,43841,0.18779839056385517
BT BATOK ST 33,43489,0.2459409587782238
BT BATOK ST 33,43481,0.23082037079513468
BT BATOK ST 33,43491,0.25547254943323566
BT BATOK ST 33,43499,0.12297645131832648
BT BATOK ST 33,43841,0.03041626972406776
BT BATOK ST 34,43589,0.2669055482743315
BT BATOK ST 34,43491,0.26162616774296005
BT BATOK ST 34,43499,0.2582256033581536
BT BATOK ST 34,43581,0.246225347539103
BT BATOK ST 34,43659,0.11202718917676865
BT BATOK ST 34,43831,0.2986869251625434
BT BATOK ST 34,43839,0.2968116763340667
BT BATOK ST 34,43841,0.2058325366933196
BT BATOK WEST AVE 4,43491,0.16187105248739497
BT BATOK WEST AVE 4,43499,0.19525009886070274
BT BATOK WEST AVE 4,43669,0.18321900367191638
BT BATOK WEST AVE 4,43679,0.20887103333979276
BT BATOK WEST AVE 4,43831,0.2792177753689281
BT BATOK WEST AVE 4,43841,0.2971035988524497
BT BATOK WEST AVE 2,43481,0.29472326528016257
BT BATOK WEST AVE 2,43491,0.21385783651185572
BT BATOK WEST AVE 2,43499,0.11252010560359067
BT BATOK WEST AVE 2,43681,0.26628611306915395
BT BATOK WEST AVE 2,43841,0.19583011486237847
BT BATOK WEST AVE 7,43491,0.28089767001062393
BT BATOK WEST AVE 7,43669,0.11124232666746352
BT BATOK WEST AVE 7,43679,0.11330077219481821
BT BATOK EAST AVE 5,43171,0.2935073797409259
BT BATOK EAST AVE 5,43161,0.19384818895566344
BT BATOK EAST AVE 5,43169,0.17257225947507762
BT BATOK EAST AVE 5,43179,0.29820160196080137
BT BATOK EAST AVE 5,43439,0.11334621975935966
BT BATOK EAST AVE 5,43431,0.12753745000138555
BT BATOK EAST AVE 5,43549,0.2850686465082829
BT BATOK EAST AVE 4,43239,0.23836668203695924
BT BATOK EAST AVE 4,43169,0.24434415554744443
BT BATOK EAST AVE 4,43439,0.2993185674689781
BT BATOK EAST AVE 4,43449,0.031710460191298195
BT BATOK EAST AVE 4,43431,0.2755952586610908
BT BATOK EAST AVE 4,43441,0.05353025034419824
BT BATOK ST 52,43561,0.09388995317605577
BT BATOK ST 52,43569,0.10455565857149224
BT BATOK ST 52,43579,0.28534708702176637
BT BATOK ST 52,43609,0.2875319641986697
BT BATOK ST 52,43801,0.18598949963753802
BT BATOK ST 52,43809,0.2675059820453384
BT BATOK ST 51,43561,0.19262292290749009
BT BATOK ST 51,43569,0.2145388589840866
BT BATOK ST 51,43579,0.27614472530918804
BT BATOK ST 51,43609,0.15739500475454657
BT BATOK ST 51,43801,0.16701987867714577
BT BATOK ST 51,43809,0.26094915513711675
BT BATOK ST 51,43571,0.2846002277914554
BT BATOK ST 51,43601,0.20340322227950064
BT BATOK ST 22,43511,0.15795935359049232
BT BATOK ST 22,43699,0.12073030888786264
BT BATOK ST 22,43519,0.16480468218652736
BT BATOK ST 22,43691,0.1507323663547429
BT BATOK ST 24,43149,0.200586170613253
BT BATOK ST 24,43611,0.08934174813698365
BT BATOK ST 24,43619,0.11325470551057765
BT BATOK ST 24,43621,0.23924725453732468
BT BATOK ST 24,43629,0.1877859180800071
BT BATOK ST 24,43141,0.2342257212429577
BT BATOK ST 25,43191,0.06259563843758108
BT BATOK ST 25,43611,0.21792701447629595
BT BATOK ST 25,43619,0.207841183107627
BT BATOK ST 25,43181,0.25985374156884916
BT BATOK ST 25,43189,0.2780557195013706
BT BATOK ST 25,43199,0.08548928339411545
HOY FATT RD,10111,0.1204542149622279
HOY FATT RD,10119,0.13966932696272816
HOY FATT RD,10139,0.23164800966500743
HOY FATT RD,10401,0.23849206407922616
HOY FATT RD,10409,0.16525144317719134
HOY FATT RD,10441,0.16076234542961132
HOY FATT RD,10449,0.19916089177943175
HOY FATT RD,10599,0.2632231148541517
JLN BT MERAH,10111,0.07819644064007668
JLN BT MERAH,10119,0.15853990264197412
JLN BT MERAH,10139,0.1963969334219361
JLN BT MERAH,10401,0.28062534653884896
JLN BT MERAH,10409,0.20608736917756496
JLN BT MERAH,10441,0.1942784136266719
JLN BT MERAH,10449,0.2338444120216207
JLN BT MERAH,10599,0.27802186234994736
JLN RUMAH TINGGI,10211,0.16543951996693254
JLN RUMAH TINGGI,10219,0.21061327105780916
JLN RUMAH TINGGI,10291,0.2933859257021099
JLN RUMAH TINGGI,10401,0.1916344556544515
JLN RUMAH TINGGI,10409,0.18705726230337624
JLN RUMAH TINGGI,10411,0.24811108060282844
JLN RUMAH TINGGI,10419,0.2503211130250897
JLN RUMAH TINGGI,10599,0.16944944114606914
LENGKOK BAHRU,10109,0.282836744010557
LENGKOK BAHRU,10119,0.1441172951660346
LENGKOK BAHRU,10401,0.11956143467336607
LENGKOK BAHRU,10409,0.1295080361324656
LENGKOK BAHRU,10411,0.24812789262720833
LENGKOK BAHRU,10419,0.16598461342032522
LENGKOK BAHRU,10431,0.2373676200044219
LENGKOK BAHRU,10439,0.261826774652454
LENGKOK BAHRU,10441,0.06642701385324731
LENGKOK BAHRU,10449,0.05022283383402553
TIONG BAHRU RD,10201,0.270413863869023
TIONG BAHRU RD,10209,0.25297720307774263
TIONG BAHRU RD,10271,0.2526243811052103
TIONG BAHRU RD,10281,0.09833870954821264
TIONG BAHRU RD,10421,0.2635938752302989
TIONG BAHRU RD,10429,0.26741436359031656
TIONG BAHRU RD,10279,0.2528198109240068
TIONG BAHRU RD,10329,0.2684989342643525
BT MERAH LANE 1,11019,0.2619425416797022
BT MERAH LANE 1,11519,0.0658799645175218
HAVELOCK RD,6081,0.28927909990917167
HAVELOCK RD,10221,0.14215176294324458
HAVELOCK RD,10229,0.18514873036369606
JLN KLINIK,10231,0.25606527857890865
JLN KLINIK,10239,0.2693854100967688
JLN KLINIK,10151,0.2748407162885401
JLN KLINIK,10169,0.2672142124655546
TAMAN HO SWEE,6071,0.16948345346141172
TAMAN HO SWEE,10141,0.2063562969096978
TAMAN HO SWEE,10149,0.1893941626188786
TAMAN HO SWEE,6081,0.150701485214119
TAMAN HO SWEE,6141,0.27178627412556916
BEO CRES,10231,0.24785158771419186
BEO CRES,10389,0.16844144359125854
BEO CRES,10161,0.2692471694361348
BEO CRES,10169,0.25827748051856203
BEO CRES,10381,0.19580433784965073
JLN BT HO SWEE,6071,0.2547588207783316
JLN BT HO SWEE,10141,0.22724491446554645
JLN BT HO SWEE,10149,0.23422645054987795
JLN BT HO SWEE,6081,0.24080843033942284
JLN BT HO SWEE,10221,0.2992252112462731
INDUS RD,10231,0.12848524859962007
INDUS RD,10239,0.1959372121833984
INDUS RD,10389,0.2972281182553462
INDUS RD,10519,0.11620593910373407
INDUS RD,10381,0.27535132953128116
ZION RD,6081,0.2723336094722966
ZION RD,6131,0.10582213284931918
ZION RD,6141,0.17544864928919726
ZION RD,6149,0.19036210439553436
ZION RD,10221,0.16945441231614475
ZION RD,10229,0.09293639009457672
NILE RD,10231,0.06905691564378998
NILE RD,10239,0.1211717650951627
NILE RD,10389,0.26926120232610634
NILE RD,10519,0.2938806369661952
NILE RD,10381,0.27115271793692264
LOWER DELTA RD,10231,0.2133203767776517
LOWER DELTA RD,10389,0.12704982841721063
LOWER DELTA RD,10519,0.20753576364560075
LOWER DELTA RD,10241,0.2822293094584803
LOWER DELTA RD,10381,0.10099253143745707
LOWER DELTA RD,10249,0.2466292225404905
DELTA AVE,10231,0.16594735729263083
DELTA AVE,10239,0.2007267697422998
DELTA AVE,10519,0.1311307416923988
HENDERSON CRES,14059,0.0400677628772876
HENDERSON CRES,14051,0.061163457464332625
HENDERSON CRES,14341,0.1595506371814758
HENDERSON CRES,14349,0.16173009005574301
TELOK BLANGAH DR,14049,0.281248603254453
TELOK BLANGAH DR,14161,0.1907955322060249
TELOK BLANGAH DR,14041,0.22409437640421398
TELOK BLANGAH DR,14169,0.19182123095203832
TELOK BLANGAH DR,14329,0.25715028340609775
TELOK BLANGAH DR,14351,0.05326599128791269
TELOK BLANGAH DR,14359,0.06673803785048894
TELOK BLANGAH HTS,14049,0.1621716751427726
TELOK BLANGAH HTS,14059,0.2912341561061491
TELOK BLANGAH HTS,14041,0.15308045118035052
TELOK BLANGAH HTS,14339,0.27228013341492646
TELOK BLANGAH HTS,14341,0.1717854164573442
TELOK BLANGAH HTS,14349,0.15382159783934465
TELOK BLANGAH ST 31,14171,0.241664921606634
TELOK BLANGAH ST 31,14179,0.20997806996622287
TELOK BLANGAH ST 31,14329,0.26189809888202986
TELOK BLANGAH ST 31,14491,0.11225331669745181
TELOK BLANGAH ST 31,14499,0.09239177498791866
TELOK BLANGAH ST 31,14509,0.24241157165256533
BT MERAH VIEW,10081,0.059888611375564706
BT MERAH VIEW,10361,0.2918743743090983
BT MERAH VIEW,10379,0.28300514495609297
BT MERAH VIEW,10089,0.09746903588153416
BT MERAH VIEW,10349,0.29297226143992094
BT MERAH VIEW,10371,0.23902337533202603
HENDERSON RD,10171,0.18179460103548445
HENDERSON RD,10179,0.23925699216227508
HENDERSON RD,10181,0.11065805363875901
HENDERSON RD,10189,0.06878775041371747
HENDERSON RD,10199,0.2992664787056588
HENDERSON RD,10351,0.13667555014260507
HENDERSON RD,10359,0.10957955915352781
MOH GUAN TER,10121,0.182107142691725
MOH GUAN TER,10129,0.2304602283959653
MOH GUAN TER,10151,0.2902968008318955
KIM CHENG ST,6051,0.23612105621093232
KIM CHENG ST,10141,0.15052085206515295
KIM CHENG ST,10149,0.19496154404450114
KIM TIAN RD,10121,0.15905198174895943
KIM TIAN RD,10061,0.2928623955581089
KIM TIAN RD,10071,0.28866568468849846
KIM TIAN RD,10079,0.21742885243835314
KIM TIAN RD,10129,0.13263839168175087
LIM LIAK ST,10141,0.1775704432739939
LIM LIAK ST,10149,0.23291480922355048
LIM LIAK ST,10151,0.25818384933087507
KIM PONG RD,10121,0.2574023295521524
KIM PONG RD,10141,0.27398986274833453
KIM PONG RD,10151,0.25855583858429526
SENG POH RD,6051,0.11203527071259332
SENG POH RD,6071,0.1764314883929113
SENG POH RD,10141,0.10947554919750074
SENG POH RD,10149,0.0936378391073597
BOON TIONG RD,6051,0.21504737380551903
BOON TIONG RD,6071,0.0610136985940271
BOON TIONG RD,10141,0.1157324050028283
BOON TIONG RD,10149,0.061673559874731
BOON TIONG RD,6081,0.2118329426346149
TELOK BLANGAH CRES,14271,0.17640346072958968
TELOK BLANGAH CRES,14281,0.17540209959748068
TELOK BLANGAH CRES,14259,0.1276586641869822
TELOK BLANGAH CRES,14269,0.060583667870698035
TELOK BLANGAH CRES,14279,0.14960379730695725
TELOK BLANGAH WAY,14271,0.24858618711763578
TELOK BLANGAH WAY,14291,0.027412168763091795
TELOK BLANGAH WAY,14319,0.17823327361528982
TELOK BLANGAH WAY,14031,0.2493021036243054
TELOK BLANGAH WAY,14279,0.2525571412368493
TELOK BLANGAH WAY,14299,0.004130769409390776
KG BAHRU HILL,10399,0.08140269759288264
KG BAHRU HILL,10069,0.22053297234057434
KG BAHRU HILL,10051,0.2599953059277277
KG BAHRU HILL,10061,0.23173540251350547
KG BAHRU HILL,10391,0.14802081171525278
SILAT AVE,10399,0.11367513835285822
SILAT AVE,10059,0.21832216083525124
SILAT AVE,10069,0.2484495364308784
SILAT AVE,10051,0.16185047895650617
SILAT AVE,10061,0.28659828621567646
SILAT AVE,10391,0.03968274726084194
DEPOT RD,14471,0.2872518775960204
DEPOT RD,14201,0.024004167079668265
DEPOT RD,14209,0.05724569187057584
DEPOT RD,14219,0.2707540646016324
TELOK BLANGAH RISE,14021,0.22817175090637887
TELOK BLANGAH RISE,14029,0.23366287357664905
TELOK BLANGAH RISE,14309,0.049800170827432384
TELOK BLANGAH RISE,14379,0.20347153868277748
TELOK BLANGAH RISE,14489,0.18435806530038776
BT PURMEI RD,14221,0.24908914388560963
BT PURMEI RD,14229,0.20999039353613602
BT PURMEI RD,14381,0.19311025777165708
BT PURMEI RD,14389,0.24265476690663018
EVERTON PK,5521,0.05901963830672563
EVERTON PK,10021,0.1973829574554756
EVERTON PK,10018,0.2858074749006033
SPOTTISWOODE PK RD,10041,0.17851359373903233
SPOTTISWOODE PK RD,10499,0.18167524517484623
SPOTTISWOODE PK RD,14069,0.2736776864251617
SPOTTISWOODE PK RD,14071,0.27617604289301295
SPOTTISWOODE PK RD,10049,0.19498602872005602
CANTONMENT CL,5521,0.22342072378522493
CANTONMENT CL,5631,0.24210787187234814
CANTONMENT CL,10021,0.2540303727927885
REDHILL CL,10091,0.19342199178073022
REDHILL CL,10651,0.2848139434015049
REDHILL CL,10099,0.15739852602169577
REDHILL CL,10451,0.24823137564752246
REDHILL CL,10459,0.24381221823844315
REDHILL CL,10481,0.29394684148283534
REDHILL RD,10201,0.19536836411164835
REDHILL RD,10209,0.22631325146728312
REDHILL RD,10451,0.101372742785758
REDHILL RD,10459,0.005769914104787936
REDHILL RD,10481,0.18352085594463316
REDHILL RD,10489,0.17178933939247404
REDHILL RD,10421,0.21522990557620966
